Date,Temperature,Humidity,Rainfall,Month
2009-01-30,32.6,24.0,0.0,January
2009-01-31,32.35,22.0,0.0,January
2009-02-01,35.55,18.0,0.0,February
2009-02-02,31.349999999999998,26.5,0.2,February
2009-02-03,29.6,36.0,0.0,February
2009-02-04,29.299999999999997,39.5,0.0,February
2009-02-05,31.35,31.5,0.0,February
2009-02-06,32.85,23.5,0.0,February
2009-02-07,33.55,23.5,0.0,February
2009-02-08,34.25,19.5,0.0,February
2009-02-09,24.799999999999997,48.5,0.4,February
2009-02-10,21.1,40.0,0.0,February
2009-02-11,20.1,34.5,0.0,February
2009-02-12,18.85,63.5,0.0,February
2009-02-13,21.8,31.0,3.0,February
2009-02-14,20.8,27.5,0.0,February
2009-02-15,22.3,36.5,0.0,February
2009-02-16,24.15,32.5,0.0,February
2009-02-17,20.65,31.5,0.0,February
2009-02-18,25.0,33.0,0.0,February
2009-02-19,25.1,34.5,0.0,February
2009-02-20,23.9,42.0,0.0,February
2009-02-21,22.7,41.0,0.0,February
2009-02-22,24.35,36.0,0.0,February
2009-02-23,24.15,29.0,0.0,February
2009-02-24,21.25,34.0,0.0,February
2009-02-25,20.4,32.5,0.0,February
2009-02-26,23.85,31.0,0.0,February
2009-02-27,24.0,39.0,0.0,February
2009-02-28,25.25,29.0,0.0,February
2009-03-01,21.55,40.0,0.0,March
2009-03-02,22.549999999999997,39.0,0.0,March
2009-03-03,24.55,46.5,0.0,March
2009-03-04,17.950000000000003,41.5,0.2,March
2009-03-05,16.75,46.5,0.0,March
2009-03-06,15.8,37.5,0.0,March
2009-03-07,18.1,40.0,0.0,March
2009-03-08,20.6,37.0,0.0,March
2009-03-09,22.8,38.5,0.0,March
2009-03-10,23.75,38.0,0.0,March
2009-03-11,24.45,40.0,1.2,March
2009-03-12,23.299999999999997,71.0,0.0,March
2009-03-13,21.450000000000003,75.0,5.8,March
2009-03-14,21.7,78.0,3.0,March
2009-03-15,14.85,51.5,11.6,March
2009-03-16,15.35,56.0,0.0,March
2009-03-17,16.85,56.0,0.0,March
2009-03-18,18.65,47.5,0.0,March
2009-03-19,20.700000000000003,35.5,0.0,March
2009-03-20,22.5,31.5,0.0,March
2009-03-21,23.700000000000003,32.0,0.0,March
2009-03-22,22.3,43.0,0.0,March
2009-03-23,23.0,44.0,0.0,March
2009-03-24,21.35,41.0,0.0,March
2009-03-25,18.85,73.5,0.4,March
2009-03-26,21.55,56.5,1.8,March
2009-03-27,18.85,46.5,0.0,March
2009-03-28,19.0,43.0,0.0,March
2009-03-29,20.8,39.0,0.0,March
2009-03-30,21.9,36.5,0.0,March
2009-03-31,21.1,43.0,0.0,March
2009-04-01,21.4,40.5,0.0,April
2009-04-02,23.200000000000003,44.5,0.0,April
2009-04-03,23.25,70.5,8.6,April
2009-04-04,16.049999999999997,46.5,12.6,April
2009-04-05,14.75,54.5,0.0,April
2009-04-06,14.75,39.0,0.0,April
2009-04-07,15.0,41.0,0.0,April
2009-04-08,16.1,45.0,0.0,April
2009-04-09,16.9,47.0,0.0,April
2009-04-10,19.15,50.5,0.0,April
2009-04-11,18.95,61.0,8.4,April
2009-04-12,18.85,70.0,6.2,April
2009-04-13,17.65,50.0,0.0,April
2009-04-14,18.6,53.5,0.0,April
2009-04-15,16.299999999999997,35.5,0.0,April
2009-04-16,11.75,47.5,0.0,April
2009-04-17,14.100000000000001,49.0,0.0,April
2009-04-18,15.2,55.0,0.0,April
2009-04-19,17.549999999999997,43.5,0.0,April
2009-04-20,14.7,43.5,0.0,April
2009-04-21,13.549999999999999,53.5,0.0,April
2009-04-22,14.45,53.0,0.0,April
2009-04-23,14.45,51.0,0.0,April
2009-04-24,13.399999999999999,80.0,0.0,April
2009-04-25,14.350000000000001,86.0,20.0,April
2009-04-26,10.75,69.5,21.0,April
2009-04-27,8.0,80.5,3.2,April
2009-04-28,11.05,65.5,4.8,April
2009-04-29,8.8,54.0,0.0,April
2009-04-30,9.3,54.0,0.0,April
2009-05-01,9.4,60.5,0.0,May
2009-05-02,13.2,65.0,0.0,May
2009-05-03,11.75,63.0,0.0,May
2009-05-04,11.65,65.0,0.0,May
2009-05-05,12.0,59.0,0.0,May
2009-05-06,11.7,65.5,0.0,May
2009-05-07,10.799999999999999,67.5,0.0,May
2009-05-08,11.65,52.0,0.0,May
2009-05-09,12.1,61.5,0.0,May
2009-05-10,12.45,54.5,0.0,May
2009-05-11,11.0,71.0,0.0,May
2009-05-12,11.05,65.0,0.0,May
2009-05-13,9.35,73.5,0.0,May
2009-05-14,11.600000000000001,68.0,0.0,May
2009-05-15,13.450000000000001,72.5,0.0,May
2009-05-16,14.399999999999999,68.0,1.8,May
2009-05-17,9.3,72.0,0.0,May
2009-05-18,11.15,58.0,0.0,May
2009-05-19,11.4,69.0,0.0,May
2009-05-20,11.850000000000001,66.0,0.0,May
2009-05-21,12.100000000000001,64.5,0.0,May
2009-05-22,12.25,59.0,0.0,May
2009-05-23,14.549999999999999,54.0,0.0,May
2009-05-24,13.9,56.0,0.0,May
2009-05-25,14.8,63.5,0.0,May
2009-05-26,14.850000000000001,85.5,4.2,May
2009-05-27,12.1,78.5,0.8,May
2009-05-28,9.15,69.5,0.0,May
2009-05-29,9.35,55.5,0.0,May
2009-05-30,9.5,54.5,0.0,May
2009-05-31,9.4,59.5,0.0,May
2009-06-01,11.15,81.5,1.2,June
2009-06-02,10.9,76.5,1.4,June
2009-06-03,12.45,91.0,4.8,June
2009-06-04,13.149999999999999,78.5,8.0,June
2009-06-05,9.450000000000001,71.5,0.0,June
2009-06-06,6.1,95.0,0.2,June
2009-06-07,8.15,86.5,14.4,June
2009-06-08,10.5,83.5,4.6,June
2009-06-09,7.550000000000001,93.5,2.0,June
2009-06-10,6.75,66.5,5.6,June
2009-06-11,3.8,78.0,0.0,June
2009-06-12,3.4499999999999997,85.5,0.0,June
2009-06-13,7.1000000000000005,73.0,0.0,June
2009-06-14,8.9,65.5,0.0,June
2009-06-15,7.7,81.0,0.4,June
2009-06-16,9.45,66.0,0.0,June
2009-06-17,8.25,73.0,0.0,June
2009-06-18,7.6,81.0,0.0,June
2009-06-19,7.9,74.5,0.0,June
2009-06-20,9.1,70.5,0.0,June
2009-06-21,12.0,85.0,1.6,June
2009-06-22,9.95,88.5,5.6,June
2009-06-23,9.7,84.5,0.0,June
2009-06-24,10.9,73.0,6.0,June
2009-06-25,8.45,87.0,0.0,June
2009-06-26,10.3,86.0,4.4,June
2009-06-27,10.15,80.0,0.0,June
2009-06-28,10.8,87.0,5.4,June
2009-06-29,11.95,80.0,3.6,June
2009-06-30,12.600000000000001,75.5,2.0,June
2009-07-01,10.8,76.5,8.4,July
2009-07-02,10.2,81.0,5.0,July
2009-07-03,9.8,72.0,7.8,July
2009-07-04,9.45,83.5,0.0,July
2009-07-05,7.9,68.0,0.0,July
2009-07-06,6.05,82.0,0.0,July
2009-07-07,5.5,68.5,0.0,July
2009-07-08,6.050000000000001,69.0,0.0,July
2009-07-09,7.3,69.0,0.2,July
2009-07-10,6.8,77.5,0.0,July
2009-07-11,9.05,79.5,0.6,July
2009-07-12,12.3,65.0,0.6,July
2009-07-13,9.5,77.5,1.0,July
2009-07-14,8.95,84.5,6.8,July
2009-07-15,7.75,78.0,1.8,July
2009-07-16,6.4,76.0,0.0,July
2009-07-17,7.05,70.0,0.2,July
2009-07-18,5.5,81.0,0.0,July
2009-07-19,8.65,79.5,0.6,July
2009-07-20,10.05,74.0,0.2,July
2009-07-21,9.25,66.5,0.0,July
2009-07-22,9.45,77.5,0.0,July
2009-07-23,9.75,70.5,9.8,July
2009-07-24,6.4,72.5,0.0,July
2009-07-25,5.949999999999999,78.0,0.0,July
2009-07-26,5.95,79.5,0.0,July
2009-07-27,5.050000000000001,95.0,0.0,July
2009-07-28,8.45,80.0,3.8,July
2009-07-29,10.75,89.5,2.4,July
2009-07-30,7.699999999999999,87.5,0.2,July
2009-07-31,10.5,71.0,5.2,July
2009-08-01,10.65,84.5,0.2,August
2009-08-02,10.8,79.5,0.8,August
2009-08-03,11.05,64.0,0.8,August
2009-08-04,8.95,72.0,0.0,August
2009-08-05,9.75,87.0,5.4,August
2009-08-06,11.100000000000001,78.5,0.4,August
2009-08-07,10.95,63.0,0.8,August
2009-08-08,6.05,64.0,4.2,August
2009-08-09,5.6,69.5,0.0,August
2009-08-10,8.35,66.0,0.2,August
2009-08-11,11.8,60.5,0.4,August
2009-08-12,10.600000000000001,86.5,4.8,August
2009-08-13,9.65,90.5,0.2,August
2009-08-14,11.0,80.0,1.2,August
2009-08-15,10.1,78.0,0.2,August
2009-08-16,10.3,74.5,1.6,August
2009-08-17,8.9,65.0,3.2,August
2009-08-18,8.1,71.5,0.0,August
2009-08-19,9.0,80.0,0.0,August
2009-08-20,11.95,64.5,0.0,August
2009-08-21,11.05,78.5,1.0,August
2009-08-22,7.1499999999999995,73.5,6.6,August
2009-08-23,12.35,80.5,3.8,August
2009-08-24,13.0,60.0,1.2,August
2009-08-25,9.95,64.0,2.0,August
2009-08-26,9.3,69.5,3.6,August
2009-08-27,8.9,60.5,0.4,August
2009-08-28,9.850000000000001,69.0,0.0,August
2009-08-29,12.549999999999999,80.5,4.2,August
2009-08-30,8.7,67.0,13.4,August
2009-08-31,10.45,81.0,1.4,August
2009-09-01,9.649999999999999,77.0,3.0,September
2009-09-02,8.9,63.5,0.0,September
2009-09-03,13.399999999999999,67.0,0.0,September
2009-09-04,11.6,71.5,1.4,September
2009-09-05,8.55,67.5,0.0,September
2009-09-06,9.100000000000001,63.0,0.0,September
2009-09-07,12.950000000000001,63.0,0.0,September
2009-09-08,11.1,74.5,0.0,September
2009-09-09,10.9,74.5,0.0,September
2009-09-10,16.088910956636873,63.0,0.0,September
2009-09-11,16.088910956636873,64.5,1.9141149119893721,September
2009-09-12,15.6,54.5,0.0,September
2009-09-13,19.15,34.5,0.0,September
2009-09-14,11.05,44.5,0.0,September
2009-09-15,9.4,56.0,0.0,September
2009-09-16,11.950000000000001,56.5,0.0,September
2009-09-17,12.65,74.5,0.0,September
2009-09-18,13.899999999999999,64.5,10.2,September
2009-09-19,13.0,72.0,0.0,September
2009-09-20,13.45,64.5,0.4,September
2009-09-21,11.35,61.5,0.2,September
2009-09-22,15.85,66.0,8.4,September
2009-09-23,13.05,68.0,28.8,September
2009-09-24,13.2,63.5,1.4,September
2009-09-25,12.950000000000001,58.5,0.0,September
2009-09-26,9.5,75.5,6.0,September
2009-09-27,8.7,75.0,1.6,September
2009-09-28,11.7,67.5,0.0,September
2009-09-29,9.35,61.0,0.0,September
2009-09-30,12.7,55.5,0.0,September
2009-10-01,15.0,68.5,0.0,October
2009-10-02,16.85,61.5,0.0,October
2009-10-03,11.0,81.0,3.2,October
2009-10-04,12.899999999999999,80.0,1.8,October
2009-10-05,14.0,66.0,0.2,October
2009-10-06,10.7,81.0,0.0,October
2009-10-07,9.85,66.0,3.6,October
2009-10-08,8.75,54.0,0.0,October
2009-10-09,10.7,51.0,0.0,October
2009-10-10,11.8,45.5,0.0,October
2009-10-11,12.55,59.0,0.0,October
2009-10-12,14.55,76.0,0.0,October
2009-10-13,12.149999999999999,70.5,2.0,October
2009-10-14,12.3,74.0,7.0,October
2009-10-15,12.7,81.5,1.4,October
2009-10-16,10.350000000000001,66.5,6.8,October
2009-10-17,11.899999999999999,64.5,0.0,October
2009-10-18,12.7,61.0,0.0,October
2009-10-19,13.899999999999999,58.0,0.0,October
2009-10-20,16.75,51.0,0.0,October
2009-10-21,17.950000000000003,58.5,0.0,October
2009-10-22,18.1,52.5,0.0,October
2009-10-23,16.0,48.0,0.0,October
2009-10-24,16.4,48.0,0.0,October
2009-10-25,16.85,51.0,0.0,October
2009-10-26,16.4,45.0,0.0,October
2009-10-27,15.0,53.5,0.0,October
2009-10-28,19.05,54.0,0.0,October
2009-10-29,20.7,57.5,0.0,October
2009-10-30,21.4,60.5,0.0,October
2009-10-31,23.2,51.5,0.0,October
2009-11-01,25.9,50.5,0.0,November
2009-11-02,25.549999999999997,56.5,0.0,November
2009-11-03,21.5,42.5,0.0,November
2009-11-04,16.6,43.0,0.0,November
2009-11-05,15.95,47.5,0.0,November
2009-11-06,19.35,43.5,0.0,November
2009-11-07,20.55,42.0,0.0,November
2009-11-08,22.65,42.0,0.0,November
2009-11-09,24.4,38.5,0.0,November
2009-11-10,25.55,36.0,0.0,November
2009-11-11,26.55,30.5,0.0,November
2009-11-12,25.9,33.5,0.0,November
2009-11-13,25.45,32.0,0.0,November
2009-11-14,24.4,40.0,0.0,November
2009-11-15,26.75,36.5,0.0,November
2009-11-16,25.200000000000003,33.0,0.0,November
2009-11-17,21.3,28.0,0.0,November
2009-11-18,22.45,35.5,0.0,November
2009-11-19,29.150000000000002,20.0,0.0,November
2009-11-20,26.75,33.0,0.0,November
2009-11-21,20.15,93.0,10.6,November
2009-11-22,23.3,82.5,25.8,November
2009-11-23,17.75,50.0,0.4,November
2009-11-24,19.3,50.0,0.0,November
2009-11-25,25.049999999999997,48.0,0.0,November
2009-11-26,27.75,59.0,0.0,November
2009-11-27,21.05,69.0,10.2,November
2009-11-28,21.75,37.5,0.0,November
2009-11-29,17.55,74.0,9.4,November
2009-11-30,18.549999999999997,58.5,2.4,November
2009-12-01,17.950000000000003,37.0,0.0,December
2009-12-02,18.8,38.5,0.0,December
2009-12-03,21.45,36.5,0.0,December
2009-12-04,19.9,24.5,0.0,December
2009-12-05,18.7,33.0,0.0,December
2009-12-06,20.9,40.5,0.0,December
2009-12-07,22.65,33.0,0.0,December
2009-12-08,21.549999999999997,51.5,0.0,December
2009-12-09,17.299999999999997,44.0,1.2,December
2009-12-10,20.799999999999997,39.0,0.0,December
2009-12-11,15.9,46.0,1.0,December
2009-12-12,17.75,41.5,0.0,December
2009-12-13,20.700000000000003,39.5,0.0,December
2009-12-14,22.8,36.5,0.0,December
2009-12-15,23.900000000000002,36.5,0.0,December
2009-12-16,26.6,26.5,0.0,December
2009-12-17,27.4,34.0,0.0,December
2009-12-18,19.299999999999997,39.5,3.0,December
2009-12-19,20.15,34.0,0.0,December
2009-12-20,21.65,36.5,0.0,December
2009-12-21,23.200000000000003,29.0,0.0,December
2009-12-22,25.85,27.0,0.0,December
2009-12-23,28.150000000000002,26.5,0.0,December
2009-12-24,28.75,25.0,0.0,December
2009-12-25,23.55,66.5,9.8,December
2009-12-26,24.200000000000003,45.0,0.0,December
2009-12-27,22.450000000000003,67.5,0.0,December
2009-12-28,26.85,40.5,0.0,December
2009-12-29,27.299999999999997,35.0,0.0,December
2009-12-30,28.299999999999997,28.0,0.0,December
2009-12-31,27.150000000000002,38.0,0.0,December
2010-01-01,25.65,55.0,5.0,January
2010-01-02,23.85,68.0,12.4,January
2010-01-03,20.95,44.5,0.0,January
2010-01-04,23.799999999999997,39.5,0.0,January
2010-01-05,25.4,29.5,0.0,January
2010-01-06,25.049999999999997,28.0,0.0,January
2010-01-07,24.0,31.0,0.0,January
2010-01-08,26.9,34.5,0.0,January
2010-01-09,29.7,33.5,0.0,January
2010-01-10,31.400000000000002,23.0,0.0,January
2010-01-11,31.6,27.0,0.0,January
2010-01-12,33.45,30.0,0.2,January
2010-01-13,25.5,67.5,0.4,January
2010-01-14,23.7,41.5,3.0,January
2010-01-15,26.75,35.5,0.0,January
2010-01-16,29.200000000000003,30.5,0.0,January
2010-01-17,21.200000000000003,37.5,0.0,January
2010-01-18,16.55,37.0,0.0,January
2010-01-19,16.95,37.0,0.0,January
2010-01-20,21.95,33.5,0.0,January
2010-01-21,26.349999999999998,28.5,0.0,January
2010-01-22,30.5,24.5,0.0,January
2010-01-23,30.049999999999997,26.0,0.0,January
2010-01-24,24.05,36.0,0.0,January
2010-01-25,25.049999999999997,27.5,0.0,January
2010-01-26,25.5,22.5,0.0,January
2010-01-27,27.049999999999997,29.5,0.0,January
2010-01-28,24.799999999999997,29.5,0.0,January
2010-01-29,25.6,30.0,0.0,January
2010-01-30,27.7,35.0,0.0,January
2010-01-31,29.0,27.5,0.0,January
2010-02-01,29.6,32.5,0.0,February
2010-02-02,26.049999999999997,42.5,8.6,February
2010-02-03,26.75,29.5,0.0,February
2010-02-04,27.75,47.5,0.0,February
2010-02-05,22.65,76.5,52.2,February
2010-02-06,24.9,46.5,5.6,February
2010-02-07,27.1,42.5,0.0,February
2010-02-08,28.5,49.0,0.0,February
2010-02-09,28.6,47.5,0.0,February
2010-02-10,28.65,46.0,1.9141149119893721,February
2010-02-11,28.25,55.5,0.0,February
2010-02-12,25.8,74.0,1.9141149119893721,February
2010-02-13,23.950000000000003,70.5,0.0,February
2010-02-14,25.4,61.5,0.0,February
2010-02-15,22.3,60.0,0.0,February
2010-02-16,23.3,41.0,0.0,February
2010-02-17,23.05,48.0,0.0,February
2010-02-18,16.088910956636873,28.5,1.9141149119893721,February
2010-02-19,23.35,44.0,0.0,February
2010-02-20,23.75,52.5,0.0,February
2010-02-21,27.150000000000002,65.0,0.6,February
2010-02-22,23.299999999999997,76.5,3.6,February
2010-02-23,19.3,45.0,0.2,February
2010-02-24,20.65,46.0,0.0,February
2010-02-25,23.0,47.0,0.0,February
2010-02-26,16.088910956636873,41.0,0.0,February
2010-02-27,16.088910956636873,66.0,1.9141149119893721,February
2010-02-28,23.75,64.5,1.4,February
2010-03-01,16.088910956636873,42.5,0.0,March
2010-03-02,19.85,40.5,1.9141149119893721,March
2010-03-03,21.85,43.5,0.0,March
2010-03-04,16.088910956636873,52.5,0.0,March
2010-03-05,16.088910956636873,83.5,0.0,March
2010-03-06,24.55,67.5,20.6,March
2010-03-07,20.6,85.5,5.8,March
2010-03-08,21.8,58.5,66.0,March
2010-03-09,19.049999999999997,78.5,6.2,March
2010-03-10,16.088910956636873,52.0,0.0,March
2010-03-11,18.35,48.0,1.9141149119893721,March
2010-03-12,17.8,56.0,0.0,March
2010-03-13,18.6,62.0,0.0,March
2010-03-14,19.25,56.0,0.0,March
2010-03-15,19.9,55.0,0.0,March
2010-03-16,20.55,50.5,0.0,March
2010-03-17,21.450000000000003,55.5,0.0,March
2010-03-18,22.75,54.5,0.0,March
2010-03-19,23.15,55.0,0.0,March
2010-03-20,24.299999999999997,56.5,0.0,March
2010-03-21,21.200000000000003,62.0,0.0,March
2010-03-22,17.2,52.5,0.0,March
2010-03-23,17.65,51.0,0.0,March
2010-03-24,19.65,56.0,0.0,March
2010-03-25,20.6,53.5,0.0,March
2010-03-26,21.3,56.0,0.0,March
2010-03-27,22.9,52.5,0.0,March
2010-03-28,22.95,60.0,0.0,March
2010-03-29,22.25,77.5,11.0,March
2010-03-30,21.7,67.5,0.4,March
2010-03-31,19.75,56.5,0.0,March
2010-04-01,18.7,63.0,0.0,April
2010-04-02,17.55,60.0,0.0,April
2010-04-03,18.6,56.0,0.0,April
2010-04-04,18.65,47.5,0.0,April
2010-04-05,17.8,57.0,0.0,April
2010-04-06,17.65,57.5,0.0,April
2010-04-07,19.549999999999997,78.0,3.0,April
2010-04-08,18.3,68.5,3.2,April
2010-04-09,16.0,64.0,0.0,April
2010-04-10,16.35,81.5,0.2,April
2010-04-11,16.45,64.5,7.0,April
2010-04-12,11.5,62.5,0.0,April
2010-04-13,12.25,65.5,0.0,April
2010-04-14,13.5,65.0,0.0,April
2010-04-15,14.8,59.5,0.0,April
2010-04-16,16.2,62.0,0.0,April
2010-04-17,16.95,56.0,0.0,April
2010-04-18,17.6,57.0,0.0,April
2010-04-19,18.549999999999997,63.5,0.0,April
2010-04-20,18.5,64.0,0.0,April
2010-04-21,19.9,59.0,0.0,April
2010-04-22,19.35,57.0,0.0,April
2010-04-23,20.15,61.5,0.0,April
2010-04-24,17.6,90.5,3.6,April
2010-04-25,14.65,56.0,17.0,April
2010-04-26,11.5,63.5,0.0,April
2010-04-27,11.600000000000001,71.0,0.0,April
2010-04-28,13.5,67.0,1.6,April
2010-04-29,14.1,74.0,0.4,April
2010-04-30,12.350000000000001,76.0,0.0,April
2010-05-01,13.5,65.0,0.2,May
2010-05-02,12.75,72.0,0.0,May
2010-05-03,14.9,61.0,0.0,May
2010-05-04,16.65,60.5,0.2,May
2010-05-05,11.7,67.5,3.0,May
2010-05-06,11.2,73.0,0.0,May
2010-05-07,11.6,72.5,0.0,May
2010-05-08,14.45,71.5,0.0,May
2010-05-09,12.6,76.5,0.0,May
2010-05-10,12.4,73.0,0.0,May
2010-05-11,9.3,62.0,0.0,May
2010-05-12,8.1,64.5,0.0,May
2010-05-13,9.05,67.0,0.0,May
2010-05-14,10.4,72.5,0.2,May
2010-05-15,10.299999999999999,63.5,0.0,May
2010-05-16,9.6,67.5,0.0,May
2010-05-17,10.75,71.0,0.0,May
2010-05-18,10.65,64.0,0.0,May
2010-05-19,9.95,62.5,0.0,May
2010-05-20,9.3,66.0,0.0,May
2010-05-21,9.799999999999999,67.0,0.0,May
2010-05-22,9.100000000000001,60.5,0.0,May
2010-05-23,9.5,55.5,0.0,May
2010-05-24,10.75,73.5,0.0,May
2010-05-25,12.55,93.5,10.4,May
2010-05-26,13.7,60.5,13.4,May
2010-05-27,11.15,75.5,0.2,May
2010-05-28,11.7,79.5,0.0,May
2010-05-29,12.2,94.0,28.0,May
2010-05-30,14.5,73.0,5.8,May
2010-05-31,14.9,51.0,0.0,May
2010-06-01,10.4,73.5,0.0,June
2010-06-02,11.0,76.5,0.0,June
2010-06-03,10.549999999999999,64.5,0.0,June
2010-06-04,10.75,67.5,0.0,June
2010-06-05,5.949999999999999,91.5,0.0,June
2010-06-06,10.4,79.0,0.0,June
2010-06-07,7.2,65.0,0.0,June
2010-06-08,7.6499999999999995,69.0,0.0,June
2010-06-09,6.85,86.5,0.0,June
2010-06-10,8.9,71.0,2.4,June
2010-06-11,10.2,74.0,0.0,June
2010-06-12,6.65,73.0,0.0,June
2010-06-13,6.05,65.0,0.0,June
2010-06-14,5.6,67.5,0.0,June
2010-06-15,6.25,78.5,0.0,June
2010-06-16,8.5,82.0,0.0,June
2010-06-17,11.8,73.5,11.6,June
2010-06-18,7.6,79.0,2.2,June
2010-06-19,11.05,80.5,1.8,June
2010-06-20,8.35,92.0,0.0,June
2010-06-21,8.75,91.0,0.4,June
2010-06-22,8.9,77.5,0.0,June
2010-06-23,10.0,70.5,0.0,June
2010-06-24,10.2,70.5,0.0,June
2010-06-25,11.55,89.0,0.0,June
2010-06-26,9.15,78.5,10.2,June
2010-06-27,6.25,76.5,0.2,June
2010-06-28,3.8500000000000005,84.5,0.0,June
2010-06-29,5.85,64.0,0.0,June
2010-06-30,7.45,79.5,0.2,June
2010-07-01,7.550000000000001,83.0,1.2,July
2010-07-02,5.55,84.5,0.2,July
2010-07-03,5.65,87.5,0.0,July
2010-07-04,6.15,88.0,0.0,July
2010-07-05,6.95,84.5,0.2,July
2010-07-06,8.1,75.0,5.6,July
2010-07-07,7.5,81.5,0.0,July
2010-07-08,8.450000000000001,74.5,0.4,July
2010-07-09,7.3,73.5,0.0,July
2010-07-10,8.8,78.5,0.0,July
2010-07-11,10.2,80.5,13.4,July
2010-07-12,9.4,80.5,0.2,July
2010-07-13,9.9,95.5,0.0,July
2010-07-14,8.1,86.5,21.4,July
2010-07-15,7.8,74.0,11.0,July
2010-07-16,6.85,77.5,0.0,July
2010-07-17,5.55,84.0,0.0,July
2010-07-18,6.75,77.5,0.0,July
2010-07-19,9.25,80.0,1.6,July
2010-07-20,6.05,80.5,0.2,July
2010-07-21,6.75,78.5,0.0,July
2010-07-22,6.65,70.0,0.0,July
2010-07-23,7.8999999999999995,80.0,0.0,July
2010-07-24,7.8,79.5,0.0,July
2010-07-25,8.4,78.5,0.2,July
2010-07-26,8.4,75.5,0.2,July
2010-07-27,6.9,68.5,0.2,July
2010-07-28,7.35,73.5,0.0,July
2010-07-29,10.3,89.5,6.2,July
2010-07-30,11.9,88.5,0.0,July
2010-07-31,9.9,92.5,2.2,July
2010-08-01,8.8,89.5,4.2,August
2010-08-02,10.05,70.5,18.6,August
2010-08-03,8.45,68.5,0.0,August
2010-08-04,5.3999999999999995,82.5,0.0,August
2010-08-05,16.088910956636873,81.0,1.9141149119893721,August
2010-08-06,6.6499999999999995,79.0,0.2,August
2010-08-07,6.25,68.5,0.2,August
2010-08-08,5.6499999999999995,72.0,0.0,August
2010-08-09,7.9,63.0,0.0,August
2010-08-10,10.2,81.5,7.2,August
2010-08-11,8.8,90.5,8.2,August
2010-08-12,9.7,68.0,10.8,August
2010-08-13,8.3,77.5,0.0,August
2010-08-14,8.1,76.0,0.0,August
2010-08-15,9.65,88.5,1.8,August
2010-08-16,9.100000000000001,79.5,10.2,August
2010-08-17,5.55,71.0,3.8,August
2010-08-18,6.550000000000001,89.0,0.2,August
2010-08-19,10.05,70.5,15.4,August
2010-08-20,8.1,70.0,2.0,August
2010-08-21,9.6,77.0,0.0,August
2010-08-22,8.700000000000001,68.0,0.2,August
2010-08-23,8.45,76.0,0.2,August
2010-08-24,9.850000000000001,72.5,1.8,August
2010-08-25,7.449999999999999,76.0,1.8,August
2010-08-26,8.600000000000001,77.0,9.6,August
2010-08-27,10.1,65.0,4.0,August
2010-08-28,7.65,78.5,0.0,August
